Date,CL=F
2001-05-30,28.549999237060547
2001-05-31,28.3700008392334
2001-06-01,27.93000030517578
2001-06-04,28.1299991607666
2001-06-05,28.239999771118164
2001-06-06,27.719999313354492
2001-06-07,27.75
2001-06-08,28.399999618530273
2001-06-11,29.040000915527344
2001-06-12,29.18000030517578
2001-06-13,28.84000015258789
2001-06-14,29.040000915527344
2001-06-15,28.510000228881836
2001-06-18,27.549999237060547
2001-06-19,27.479999542236328
2001-06-20,26.5
2001-06-21,26.559999465942383
2001-06-22,26.829999923706055
2001-06-25,27.25
2001-06-26,26.979999542236328
2001-06-27,25.610000610351562
2001-06-28,25.559999465942383
2001-06-29,26.25
2001-07-02,25.950000762939453
2001-07-03,26.239999771118164
2001-07-05,27.020000457763672
2001-07-06,28.209999084472656
2001-07-09,27.59000015258789
2001-07-10,27.489999771118164
2001-07-11,27.110000610351562
2001-07-12,26.799999237060547
2001-07-13,26.59000015258789
2001-07-16,26.059999465942383
2001-07-17,25.56999969482422
2001-07-18,24.889999389648438
2001-07-19,24.700000762939453
2001-07-20,25.59000015258789
2001-07-23,26.1200008392334
2001-07-24,26.309999465942383
2001-07-25,26.84000015258789
2001-07-26,26.729999542236328
2001-07-27,27.020000457763672
2001-07-30,26.6299991607666
2001-07-31,26.350000381469727
2001-08-01,26.770000457763672
2001-08-02,27.709999084472656
2001-08-03,27.6200008392334
2001-08-06,27.739999771118164
2001-08-07,27.940000534057617
2001-08-08,27.540000915527344
2001-08-09,27.639999389648438
2001-08-10,28.049999237060547
2001-08-13,27.81999969482422
2001-08-14,28.010000228881836
2001-08-15,27.559999465942383
2001-08-16,27.450000762939453
2001-08-17,26.6299991607666
2001-08-20,27.18000030517578
2001-08-21,27.850000381469727
2001-08-22,26.3700008392334
2001-08-23,26.6299991607666
2001-08-24,26.899999618530273
2001-08-27,26.670000076293945
2001-08-28,27.170000076293945
2001-08-29,27.049999237060547
2001-08-30,26.549999237060547
2001-08-31,27.200000762939453
2001-09-04,26.93000030517578
2001-09-05,26.950000762939453
2001-09-06,27.579999923706055
2001-09-07,28.030000686645508
2001-09-10,27.6299991607666
2001-09-14,29.530000686645508
2001-09-17,28.809999465942383
2001-09-18,27.700000762939453
2001-09-19,26.719999313354492
2001-09-20,26.59000015258789
2001-09-21,25.969999313354492
2001-09-24,22.010000228881836
2001-09-25,21.809999465942383
2001-09-26,22.3799991607666
2001-09-27,22.739999771118164
2001-09-28,23.43000030517578
2001-10-01,23.280000686645508
2001-10-02,22.790000915527344
2001-10-03,22.079999923706055
2001-10-04,22.6299991607666
2001-10-05,22.389999389648438
2001-10-08,22.450000762939453
2001-10-09,22.479999542236328
2001-10-10,22.530000686645508
2001-10-11,23.34000015258789
2001-10-12,22.5
2001-10-15,22.290000915527344
2001-10-16,22.0
2001-10-17,21.809999465942383
2001-10-18,21.309999465942383
2001-10-19,21.829999923706055
2001-10-22,21.760000228881836
2001-10-23,21.850000381469727
2001-10-24,22.329999923706055
2001-10-25,22.010000228881836
2001-10-26,22.049999237060547
2001-10-29,22.149999618530273
2001-10-30,21.8700008392334
2001-10-31,21.18000030517578
2001-11-01,20.389999389648438
2001-11-02,20.18000030517578
2001-11-05,20.020000457763672
2001-11-06,19.920000076293945
2001-11-07,20.09000015258789
2001-11-08,21.170000076293945
2001-11-09,22.219999313354492
2001-11-12,21.229999542236328
2001-11-13,21.670000076293945
2001-11-14,19.739999771118164
2001-11-15,17.450000762939453
2001-11-16,18.030000686645508
2001-11-19,17.719999313354492
2001-11-20,19.149999618530273
2001-11-21,18.959999084472656
2001-11-26,18.690000534057617
2001-11-27,19.479999542236328
2001-11-28,19.219999313354492
2001-11-29,18.6200008392334
2001-11-30,19.440000534057617
2001-12-03,20.09000015258789
2001-12-04,19.649999618530273
2001-12-05,19.489999771118164
2001-12-06,18.540000915527344
2001-12-07,19.040000915527344
2001-12-10,18.3700008392334
2001-12-11,18.079999923706055
2001-12-12,18.360000610351562
2001-12-13,18.1200008392334
2001-12-14,19.290000915527344
2001-12-17,19.219999313354492
2001-12-18,19.360000610351562
2001-12-19,19.799999237060547
2001-12-20,19.280000686645508
2001-12-21,19.6200008392334
2001-12-26,21.270000457763672
2001-12-27,20.899999618530273
2001-12-28,20.40999984741211
2001-12-31,19.84000015258789
2002-01-02,21.010000228881836
2002-01-03,20.3700008392334
2002-01-04,21.6200008392334
2002-01-07,21.479999542236328
2002-01-08,21.25
2002-01-09,20.18000030517578
2002-01-10,20.3799991607666
2002-01-11,19.68000030517578
2002-01-14,18.889999389648438
2002-01-15,18.899999618530273
2002-01-16,18.860000610351562
2002-01-17,18.040000915527344
2002-01-18,18.0
2002-01-22,18.600000381469727
2002-01-23,19.479999542236328
2002-01-24,19.719999313354492
2002-01-25,20.0
2002-01-28,20.049999237060547
2002-01-29,19.56999969482422
2002-01-30,19.149999618530273
2002-01-31,19.479999542236328
2002-02-01,20.399999618530273
2002-02-04,20.059999465942383
2002-02-05,20.049999237060547
2002-02-06,19.75
2002-02-07,19.68000030517578
2002-02-08,20.25
2002-02-11,21.31999969482422
2002-02-12,20.75
2002-02-13,21.149999618530273
2002-02-14,21.219999313354492
2002-02-15,21.5
2002-02-19,20.8700008392334
2002-02-20,20.229999542236328
2002-02-21,21.049999237060547
2002-02-22,21.079999923706055
2002-02-25,20.420000076293945
2002-02-26,21.360000610351562
2002-02-27,21.290000915527344
2002-02-28,21.850000381469727
2002-03-01,22.360000610351562
2002-03-04,22.5
2002-03-05,23.170000076293945
2002-03-06,23.219999313354492
2002-03-07,23.780000686645508
2002-03-08,23.850000381469727
2002-03-11,24.299999237060547
2002-03-12,24.149999618530273
2002-03-13,24.149999618530273
2002-03-14,24.549999237060547
2002-03-15,24.479999542236328
2002-03-18,25.049999237060547
2002-03-19,25.049999237060547
2002-03-20,24.700000762939453
2002-03-21,25.600000381469727
2002-03-22,25.260000228881836
2002-03-25,25.020000457763672
2002-03-26,25.43000030517578
2002-03-27,25.8700008392334
2002-03-28,26.229999542236328
2002-04-01,26.860000610351562
2002-04-02,27.700000762939453
2002-04-03,27.559999465942383
2002-04-04,26.68000030517578
2002-04-05,26.219999313354492
2002-04-08,26.549999237060547
2002-04-09,25.799999237060547
2002-04-10,26.1200008392334
2002-04-11,25.020000457763672
2002-04-12,23.450000762939453
2002-04-15,24.549999237060547
2002-04-16,24.850000381469727
2002-04-17,25.920000076293945
2002-04-18,26.09000015258789
2002-04-19,26.399999618530273
2002-04-22,26.299999237060547
2002-04-23,26.59000015258789
2002-04-24,26.43000030517578
2002-04-25,26.670000076293945
2002-04-26,27.149999618530273
2002-04-29,27.520000457763672
2002-04-30,27.290000915527344
2002-05-01,26.739999771118164
2002-05-02,26.350000381469727
2002-05-03,26.719999313354492
2002-05-06,26.079999923706055
2002-05-07,26.6200008392334
2002-05-08,27.729999542236328
2002-05-09,27.700000762939453
2002-05-10,27.8799991607666
2002-05-13,28.450000762939453
2002-05-14,29.299999237060547
2002-05-15,28.200000762939453
2002-05-16,27.969999313354492
2002-05-17,28.200000762939453
2002-05-20,28.200000762939453
2002-05-21,27.0
2002-05-22,26.450000762939453
2002-05-23,26.149999618530273
2002-05-24,25.8799991607666
2002-05-28,25.18000030517578
2002-05-29,25.719999313354492
2002-05-30,24.700000762939453
2002-05-31,25.350000381469727
2002-06-03,25.110000610351562
2002-06-04,25.299999237060547
2002-06-05,24.889999389648438
2002-06-06,24.93000030517578
2002-06-07,24.729999542236328
2002-06-10,24.31999969482422
2002-06-11,24.18000030517578
2002-06-12,24.68000030517578
2002-06-13,25.639999389648438
2002-06-14,25.8700008392334
2002-06-17,26.09000015258789
2002-06-18,25.350000381469727
2002-06-19,25.299999237060547
2002-06-20,25.600000381469727
2002-06-21,25.75
2002-06-24,26.469999313354492
2002-06-25,26.31999969482422
2002-06-26,26.760000228881836
2002-06-27,26.860000610351562
2002-06-28,26.860000610351562
2002-07-01,26.809999465942383
2002-07-02,26.770000457763672
2002-07-03,26.799999237060547
2002-07-08,26.06999969482422
2002-07-09,26.09000015258789
2002-07-10,26.770000457763672
2002-07-11,26.829999923706055
2002-07-12,27.469999313354492
2002-07-15,27.06999969482422
2002-07-16,27.75
2002-07-17,27.8799991607666
2002-07-18,27.56999969482422
2002-07-19,27.829999923706055
2002-07-22,26.600000381469727
2002-07-23,26.309999465942383
2002-07-24,26.8700008392334
2002-07-25,26.770000457763672
2002-07-26,26.540000915527344
2002-07-29,26.549999237060547
2002-07-30,27.360000610351562
2002-07-31,27.020000457763672
2002-08-01,26.469999313354492
2002-08-02,26.84000015258789
2002-08-05,26.579999923706055
2002-08-06,27.170000076293945
2002-08-07,26.5
2002-08-08,26.670000076293945
2002-08-09,26.860000610351562
2002-08-12,27.860000610351562
2002-08-13,27.899999618530273
2002-08-14,28.149999618530273
2002-08-15,29.059999465942383
2002-08-16,29.329999923706055
2002-08-19,29.84000015258789
2002-08-20,30.110000610351562
2002-08-21,29.239999771118164
2002-08-22,28.84000015258789
2002-08-23,28.729999542236328
2002-08-26,29.280000686645508
2002-08-27,28.829999923706055
2002-08-28,28.34000015258789
2002-08-29,28.920000076293945
2002-08-30,28.979999542236328
2002-09-03,27.790000915527344
2002-09-04,28.270000457763672
2002-09-05,28.979999542236328
2002-09-06,29.610000610351562
2002-09-09,29.729999542236328
2002-09-10,29.729999542236328
2002-09-11,29.770000457763672
2002-09-12,28.850000381469727
2002-09-13,29.809999465942383
2002-09-16,29.670000076293945
2002-09-17,29.079999923706055
2002-09-18,29.479999542236328
2002-09-19,29.5
2002-09-20,29.84000015258789
2002-09-23,30.709999084472656
2002-09-24,30.770000457763672
2002-09-25,30.639999389648438
2002-09-26,30.40999984741211
2002-09-27,30.540000915527344
2002-09-30,30.469999313354492
2002-10-01,30.829999923706055
2002-10-02,30.489999771118164
2002-10-03,29.760000228881836
2002-10-04,29.6200008392334
2002-10-07,29.639999389648438
2002-10-08,29.479999542236328
2002-10-09,29.350000381469727
2002-10-10,28.969999313354492
2002-10-11,29.3700008392334
2002-10-14,30.030000686645508
2002-10-15,29.719999313354492
2002-10-16,29.469999313354492
2002-10-17,29.6200008392334
2002-10-18,29.600000381469727
2002-10-21,28.3799991607666
2002-10-22,27.920000076293945
2002-10-23,28.18000030517578
2002-10-24,28.200000762939453
2002-10-25,27.049999237060547
2002-10-28,27.290000915527344
2002-10-29,26.860000610351562
2002-10-30,26.809999465942383
2002-10-31,27.219999313354492
2002-11-01,27.1299991607666
2002-11-04,26.950000762939453
2002-11-05,26.139999389648438
2002-11-06,25.770000457763672
2002-11-07,25.3799991607666
2002-11-08,25.780000686645508
2002-11-11,25.940000534057617
2002-11-12,25.899999618530273
2002-11-13,25.190000534057617
2002-11-14,25.290000915527344
2002-11-15,25.510000228881836
2002-11-18,26.709999084472656
2002-11-19,26.420000076293945
2002-11-20,26.979999542236328
2002-11-21,26.350000381469727
2002-11-22,26.760000228881836
2002-11-25,26.110000610351562
2002-11-26,26.399999618530273
2002-11-27,26.889999389648438
2002-12-02,27.239999771118164
2002-12-03,27.299999237060547
2002-12-04,26.729999542236328
2002-12-05,27.290000915527344
2002-12-06,26.93000030517578
2002-12-09,27.260000228881836
2002-12-10,27.75
2002-12-11,27.399999618530273
2002-12-12,27.920000076293945
2002-12-13,28.440000534057617
2002-12-16,30.100000381469727
2002-12-17,30.100000381469727
2002-12-18,30.440000534057617
2002-12-19,30.559999465942383
2002-12-20,30.299999237060547
2002-12-23,31.75
2002-12-24,31.969999313354492
2002-12-26,32.4900016784668
2002-12-27,32.720001220703125
2002-12-30,31.3700008392334
2002-12-31,31.200000762939453
2003-01-02,31.850000381469727
2003-01-03,33.08000183105469
2003-01-06,32.099998474121094
2003-01-07,31.079999923706055
2003-01-08,30.559999465942383
2003-01-09,31.989999771118164
2003-01-10,31.68000030517578
2003-01-13,32.2599983215332
2003-01-14,32.369998931884766
2003-01-15,33.20000076293945
2003-01-16,33.65999984741211
2003-01-17,33.90999984741211
2003-01-21,34.61000061035156
2003-01-22,32.849998474121094
2003-01-23,32.25
2003-01-24,33.279998779296875
2003-01-27,32.290000915527344
2003-01-28,32.66999816894531
2003-01-29,33.630001068115234
2003-01-30,33.849998474121094
2003-01-31,33.5099983215332
2003-02-03,32.7599983215332
2003-02-04,33.58000183105469
2003-02-05,33.93000030517578
2003-02-06,34.15999984741211
2003-02-07,35.119998931884766
2003-02-10,34.47999954223633
2003-02-11,35.439998626708984
2003-02-12,35.77000045776367
2003-02-13,36.36000061035156
2003-02-14,36.79999923706055
2003-02-18,36.959999084472656
2003-02-19,37.15999984741211
2003-02-20,36.790000915527344
2003-02-21,35.58000183105469
2003-02-24,36.47999954223633
2003-02-25,36.060001373291016
2003-02-26,37.70000076293945
2003-02-27,37.20000076293945
2003-02-28,36.599998474121094
2003-03-03,35.880001068115234
2003-03-04,36.88999938964844
2003-03-05,36.689998626708984
2003-03-06,37.0
2003-03-07,37.779998779296875
2003-03-10,37.27000045776367
2003-03-11,36.720001220703125
2003-03-12,37.83000183105469
2003-03-13,36.0099983215332
2003-03-14,35.380001068115234
2003-03-17,34.93000030517578
2003-03-18,31.670000076293945
2003-03-19,29.8799991607666
2003-03-20,28.610000610351562
2003-03-21,26.90999984741211
2003-03-24,28.65999984741211
2003-03-25,27.969999313354492
2003-03-26,28.6299991607666
2003-03-27,30.3700008392334
2003-03-28,30.15999984741211
2003-03-31,31.040000915527344
2003-04-01,29.780000686645508
2003-04-02,28.559999465942383
2003-04-03,28.969999313354492
2003-04-04,28.6200008392334
2003-04-07,27.959999084472656
2003-04-08,28.0
2003-04-09,28.850000381469727
2003-04-10,27.459999084472656
2003-04-11,28.139999389648438
2003-04-14,28.6299991607666
2003-04-15,29.290000915527344
2003-04-16,29.18000030517578
2003-04-17,30.549999237060547
2003-04-21,30.8700008392334
2003-04-22,29.90999984741211
2003-04-23,26.649999618530273
2003-04-24,26.639999389648438
2003-04-25,26.260000228881836
2003-04-28,25.489999771118164
2003-04-29,25.239999771118164
2003-04-30,25.799999237060547
2003-05-01,26.030000686645508
2003-05-02,25.670000076293945
2003-05-05,26.489999771118164
2003-05-06,25.719999313354492
2003-05-07,26.229999542236328
2003-05-08,26.979999542236328
2003-05-09,27.719999313354492
2003-05-12,27.350000381469727
2003-05-13,28.5
2003-05-14,29.170000076293945
2003-05-15,28.739999771118164
2003-05-16,29.139999389648438
2003-05-19,28.829999923706055
2003-05-20,29.280000686645508
2003-05-21,29.030000686645508
2003-05-22,28.850000381469727
2003-05-23,29.15999984741211
2003-05-27,29.350000381469727
2003-05-28,28.579999923706055
2003-05-29,29.100000381469727
2003-05-30,29.559999465942383
2003-06-02,30.709999084472656
2003-06-03,30.670000076293945
2003-06-04,30.049999237060547
2003-06-05,30.739999771118164
2003-06-06,31.280000686645508
2003-06-09,31.450000762939453
2003-06-10,31.729999542236328
2003-06-11,32.36000061035156
2003-06-12,31.510000228881836
2003-06-13,30.649999618530273
2003-06-16,31.18000030517578
2003-06-17,31.06999969482422
2003-06-18,30.360000610351562
2003-06-19,29.959999084472656
2003-06-20,30.81999969482422
2003-06-23,29.170000076293945
2003-06-24,28.780000686645508
2003-06-25,29.950000762939453
2003-06-26,29.010000228881836
2003-06-27,29.270000457763672
2003-06-30,30.190000534057617
2003-07-01,30.399999618530273
2003-07-02,30.149999618530273
2003-07-03,30.420000076293945
2003-07-07,30.1299991607666
2003-07-08,30.219999313354492
2003-07-09,30.8799991607666
2003-07-10,31.059999465942383
2003-07-11,31.280000686645508
2003-07-14,31.270000457763672
2003-07-15,31.6200008392334
2003-07-16,31.049999237060547
2003-07-17,31.40999984741211
2003-07-18,31.959999084472656
2003-07-21,31.780000686645508
2003-07-22,30.190000534057617
2003-07-23,29.670000076293945
2003-07-24,30.219999313354492
2003-07-25,30.170000076293945
2003-07-28,30.110000610351562
2003-07-29,30.239999771118164
2003-07-30,30.68000030517578
2003-07-31,30.540000915527344
2003-08-01,32.310001373291016
2003-08-04,31.84000015258789
2003-08-05,32.220001220703125
2003-08-06,31.700000762939453
2003-08-07,32.38999938964844
2003-08-08,32.18000030517578
2003-08-11,32.0099983215332
2003-08-12,31.920000076293945
2003-08-13,30.780000686645508
2003-08-14,31.09000015258789
2003-08-15,31.049999237060547
2003-08-18,30.889999389648438
2003-08-19,30.700000762939453
2003-08-20,30.950000762939453
2003-08-21,31.8799991607666
2003-08-22,31.84000015258789
2003-08-25,31.559999465942383
2003-08-26,31.950000762939453
2003-08-27,31.209999084472656
2003-08-28,31.5
2003-08-29,31.56999969482422
2003-09-02,29.40999984741211
2003-09-03,29.489999771118164
2003-09-04,28.979999542236328
2003-09-05,28.8799991607666
2003-09-08,28.850000381469727
2003-09-09,29.18000030517578
2003-09-10,29.350000381469727
2003-09-11,28.81999969482422
2003-09-12,28.270000457763672
2003-09-15,28.139999389648438
2003-09-16,27.559999465942383
2003-09-17,27.030000686645508
2003-09-18,27.170000076293945
2003-09-19,27.030000686645508
2003-09-22,26.959999084472656
2003-09-23,27.1299991607666
2003-09-24,28.239999771118164
2003-09-25,28.290000915527344
2003-09-26,28.15999984741211
2003-09-29,28.399999618530273
2003-09-30,29.200000762939453
2003-10-01,29.389999389648438
2003-10-02,29.84000015258789
2003-10-03,30.399999618530273
2003-10-06,30.469999313354492
2003-10-07,30.40999984741211
2003-10-08,29.809999465942383
2003-10-09,31.010000228881836
2003-10-10,31.969999313354492
2003-10-13,31.950000762939453
2003-10-14,31.81999969482422
2003-10-15,31.770000457763672
2003-10-16,31.540000915527344
2003-10-17,30.68000030517578
2003-10-20,30.350000381469727
2003-10-21,30.18000030517578
2003-10-22,29.920000076293945
2003-10-23,30.299999237060547
2003-10-24,30.15999984741211
2003-10-27,29.920000076293945
2003-10-28,29.559999465942383
2003-10-29,28.90999984741211
2003-10-30,28.469999313354492
2003-10-31,29.110000610351562
2003-11-03,28.899999618530273
2003-11-04,28.75
2003-11-05,30.299999237060547
2003-11-06,30.260000228881836
2003-11-07,30.850000381469727
2003-11-10,30.8799991607666
2003-11-11,31.149999618530273
2003-11-12,31.329999923706055
2003-11-13,31.899999618530273
2003-11-14,32.369998931884766
2003-11-17,31.729999542236328
2003-11-18,33.279998779296875
2003-11-19,32.91999816894531
2003-11-20,32.86000061035156
2003-11-21,31.610000610351562
2003-11-24,29.739999771118164
2003-11-25,29.770000457763672
2003-11-26,30.40999984741211
2003-12-01,29.950000762939453
2003-12-02,30.780000686645508
2003-12-03,31.100000381469727
2003-12-04,31.260000228881836
2003-12-05,30.729999542236328
2003-12-08,32.099998474121094
2003-12-09,31.760000228881836
2003-12-10,31.8799991607666
2003-12-11,31.850000381469727
2003-12-12,33.040000915527344
2003-12-15,33.18000030517578
2003-12-16,32.88999938964844
2003-12-17,33.349998474121094
2003-12-18,33.709999084472656
2003-12-19,33.02000045776367
2003-12-22,31.8700008392334
2003-12-23,31.950000762939453
2003-12-24,32.86000061035156
2003-12-29,32.400001525878906
2003-12-30,32.790000915527344
2003-12-31,32.52000045776367
2004-01-05,33.779998779296875
2004-01-06,33.70000076293945
2004-01-07,33.619998931884766
2004-01-08,33.97999954223633
2004-01-09,34.310001373291016
2004-01-12,34.720001220703125
2004-01-13,34.43000030517578
2004-01-14,34.5
2004-01-15,33.439998626708984
2004-01-16,35.06999969482422
2004-01-20,36.20000076293945
2004-01-21,34.58000183105469
2004-01-22,34.93000030517578
2004-01-23,34.939998626708984
2004-01-26,34.470001220703125
2004-01-27,34.119998931884766
2004-01-28,33.619998931884766
2004-01-29,32.810001373291016
2004-01-30,33.04999923706055
2004-02-02,34.97999954223633
2004-02-03,34.099998474121094
2004-02-04,33.099998474121094
2004-02-05,33.08000183105469
2004-02-06,32.47999954223633
2004-02-09,32.83000183105469
2004-02-10,33.869998931884766
2004-02-11,34.0
2004-02-12,33.97999954223633
2004-02-13,34.560001373291016
2004-02-17,35.15999984741211
2004-02-18,35.45000076293945
2004-02-19,36.0
2004-02-20,35.599998474121094
2004-02-23,34.349998474121094
2004-02-24,34.58000183105469
2004-02-25,35.68000030517578
2004-02-26,35.5099983215332
2004-02-27,36.15999984741211
2004-03-01,36.86000061035156
2004-03-02,36.65999984741211
2004-03-03,35.79999923706055
2004-03-04,36.63999938964844
2004-03-05,37.2599983215332
2004-03-08,36.56999969482422
2004-03-09,36.279998779296875
2004-03-10,36.099998474121094
2004-03-11,36.779998779296875
2004-03-12,36.189998626708984
2004-03-15,37.439998626708984
2004-03-16,37.47999954223633
2004-03-17,38.18000030517578
2004-03-18,37.93000030517578
2004-03-19,38.08000183105469
2004-03-22,37.11000061035156
2004-03-23,37.45000076293945
2004-03-24,37.0099983215332
2004-03-25,35.5099983215332
2004-03-26,35.72999954223633
2004-03-29,35.45000076293945
2004-03-30,36.25
2004-03-31,35.7599983215332
2004-04-01,34.27000045776367
2004-04-02,34.38999938964844
2004-04-05,34.380001068115234
2004-04-06,34.970001220703125
2004-04-07,36.150001525878906
2004-04-08,37.13999938964844
2004-04-12,37.84000015258789
2004-04-13,37.209999084472656
2004-04-14,36.720001220703125
2004-04-15,37.56999969482422
2004-04-16,37.7400016784668
2004-04-19,37.41999816894531
2004-04-20,37.599998474121094
2004-04-21,35.72999954223633
2004-04-22,36.709999084472656
2004-04-23,36.459999084472656
2004-04-26,36.970001220703125
2004-04-27,37.529998779296875
2004-04-28,37.459999084472656
2004-04-29,37.310001373291016
2004-04-30,37.380001068115234
2004-05-03,38.209999084472656
2004-05-04,38.97999954223633
2004-05-05,39.56999969482422
2004-05-06,39.369998931884766
2004-05-07,39.93000030517578
2004-05-10,38.93000030517578
2004-05-11,40.060001373291016
2004-05-12,40.77000045776367
2004-05-13,41.08000183105469
2004-05-14,41.380001068115234
2004-05-17,41.54999923706055
2004-05-18,40.540000915527344
2004-05-19,41.5
2004-05-20,40.91999816894531
2004-05-21,39.93000030517578
2004-05-24,41.720001220703125
2004-05-25,41.13999938964844
2004-05-26,40.70000076293945
2004-05-27,39.439998626708984
2004-05-28,39.880001068115234
2004-06-01,42.33000183105469
2004-06-02,39.959999084472656
2004-06-03,39.279998779296875
2004-06-04,38.4900016784668
2004-06-07,38.65999984741211
2004-06-08,37.279998779296875
2004-06-09,37.540000915527344
2004-06-10,38.45000076293945
