Date,HG=F
2000-08-30,0.8849999904632568
2000-08-31,0.8849999904632568
2000-09-01,0.8889999985694885
2000-09-05,0.906000018119812
2000-09-06,0.9014999866485596
2000-09-07,0.906000018119812
2000-09-08,0.9120000004768372
2000-09-11,0.9129999876022339
2000-09-12,0.9284999966621399
2000-09-13,0.9275000095367432
2000-09-14,0.9254999756813049
2000-09-15,0.9200000166893005
2000-09-18,0.9185000061988831
2000-09-19,0.921500027179718
2000-09-20,0.9014999866485596
2000-09-21,0.9254999756813049
2000-09-22,0.9194999933242798
2000-09-25,0.9269999861717224
2000-09-26,0.9164999723434448
2000-09-27,0.9125000238418579
2000-09-28,0.9110000133514404
2000-09-29,0.9154999852180481
2000-10-02,0.8949999809265137
2000-10-03,0.8985000252723694
2000-10-04,0.8964999914169312
2000-10-05,0.909500002861023
2000-10-06,0.9045000076293945
2000-10-09,0.8924999833106995
2000-10-10,0.9024999737739563
2000-10-11,0.8985000252723694
2000-10-12,0.8794999718666077
2000-10-13,0.8895000219345093
2000-10-16,0.8914999961853027
2000-10-17,0.8805000185966492
2000-10-18,0.8700000047683716
2000-10-19,0.8709999918937683
2000-10-20,0.8600000143051147
2000-10-23,0.8654999732971191
2000-10-24,0.862500011920929
2000-10-25,0.8504999876022339
2000-10-26,0.8289999961853027
2000-10-27,0.8414999842643738
2000-10-30,0.8424999713897705
2000-10-31,0.8464999794960022
2000-11-01,0.8330000042915344
2000-11-02,0.8360000252723694
2000-11-03,0.8360000252723694
2000-11-06,0.824999988079071
2000-11-07,0.828499972820282
2000-11-08,0.8345000147819519
2000-11-09,0.8379999995231628
2000-11-10,0.8364999890327454
2000-11-13,0.8190000057220459
2000-11-14,0.8259999752044678
2000-11-15,0.8259999752044678
2000-11-16,0.8184999823570251
2000-11-17,0.8220000267028809
2000-11-20,0.8220000267028809
2000-11-21,0.8289999961853027
2000-11-22,0.8195000290870667
2000-11-27,0.8464999794960022
2000-11-28,0.8610000014305115
2000-11-29,0.8519999980926514
2000-11-30,0.8410000205039978
2000-12-01,0.859499990940094
2000-12-04,0.8604999780654907
2000-12-05,0.8690000176429749
2000-12-06,0.8769999742507935
2000-12-07,0.8784999847412109
2000-12-08,0.887499988079071
2000-12-11,0.8895000219345093
2000-12-12,0.8834999799728394
2000-12-13,0.8805000185966492
2000-12-14,0.8889999985694885
2000-12-15,0.8725000023841858
2000-12-18,0.8744999766349792
2000-12-19,0.8740000128746033
2000-12-20,0.8629999756813049
2000-12-21,0.8560000061988831
2000-12-22,0.8600000143051147
2000-12-26,0.8634999990463257
2000-12-27,0.8475000262260437
2000-12-28,0.8525000214576721
2000-12-29,0.8464999794960022
2001-01-02,0.8180000185966492
2001-01-03,0.8234999775886536
2001-01-04,0.8149999976158142
2001-01-05,0.8320000171661377
2001-01-08,0.8330000042915344
2001-01-09,0.8299999833106995
2001-01-10,0.8309999704360962
2001-01-11,0.8324999809265137
2001-01-12,0.8445000052452087
2001-01-16,0.824999988079071
2001-01-17,0.8314999938011169
2001-01-18,0.8669999837875366
2001-01-19,0.8529999852180481
2001-01-22,0.8495000004768372
2001-01-23,0.8510000109672546
2001-01-24,0.8399999737739563
2001-01-25,0.8389999866485596
2001-01-26,0.8389999866485596
2001-01-29,0.8335000276565552
2001-01-30,0.840499997138977
2001-01-31,0.8485000133514404
2001-02-01,0.8500000238418579
2001-02-02,0.843999981880188
2001-02-05,0.8295000195503235
2001-02-06,0.8309999704360962
2001-02-07,0.8295000195503235
2001-02-08,0.8295000195503235
2001-02-09,0.8199999928474426
2001-02-12,0.8174999952316284
2001-02-13,0.8245000243186951
2001-02-14,0.8215000033378601
2001-02-15,0.8270000219345093
2001-02-16,0.824999988079071
2001-02-20,0.8190000057220459
2001-02-21,0.8009999990463257
2001-02-22,0.8009999990463257
2001-02-23,0.7954999804496765
2001-02-26,0.8040000200271606
2001-02-27,0.8009999990463257
2001-02-28,0.8100000023841858
2001-03-01,0.8209999799728394
2001-03-02,0.8245000243186951
2001-03-05,0.8335000276565552
2001-03-06,0.843999981880188
2001-03-07,0.8339999914169312
2001-03-08,0.8209999799728394
2001-03-09,0.8259999752044678
2001-03-12,0.8209999799728394
2001-03-13,0.8115000128746033
2001-03-14,0.8040000200271606
2001-03-15,0.8025000095367432
2001-03-16,0.7835000157356262
2001-03-19,0.7910000085830688
2001-03-20,0.7940000295639038
2001-03-21,0.7854999899864197
2001-03-22,0.7785000205039978
2001-03-23,0.7804999947547913
2001-03-26,0.7770000100135803
2001-03-27,0.7860000133514404
2001-03-28,0.7674999833106995
2001-03-29,0.7695000171661377
2001-03-30,0.7584999799728394
2001-04-02,0.7549999952316284
2001-04-03,0.7609999775886536
2001-04-04,0.7609999775886536
2001-04-05,0.7639999985694885
2001-04-06,0.7459999918937683
2001-04-09,0.7559999823570251
2001-04-10,0.7649999856948853
2001-04-11,0.7620000243186951
2001-04-12,0.7639999985694885
2001-04-16,0.7649999856948853
2001-04-17,0.7615000009536743
2001-04-18,0.7829999923706055
2001-04-19,0.7710000276565552
2001-04-20,0.7735000252723694
2001-04-23,0.7570000290870667
2001-04-24,0.7605000138282776
2001-04-25,0.7630000114440918
2001-04-26,0.7580000162124634
2001-04-27,0.7590000033378601
2001-04-30,0.7664999961853027
2001-05-01,0.7739999890327454
2001-05-02,0.7860000133514404
2001-05-03,0.7825000286102295
2001-05-04,0.7749999761581421
2001-05-07,0.7764999866485596
2001-05-08,0.7605000138282776
2001-05-09,0.7544999718666077
2001-05-10,0.7505000233650208
2001-05-11,0.7555000185966492
2001-05-14,0.746999979019165
2001-05-15,0.7475000023841858
2001-05-16,0.7484999895095825
2001-05-17,0.7609999775886536
2001-05-18,0.7804999947547913
2001-05-21,0.7950000166893005
2001-05-22,0.7839999794960022
2001-05-23,0.7839999794960022
2001-05-24,0.7875000238418579
2001-05-25,0.7860000133514404
2001-05-29,0.7609999775886536
2001-05-30,0.7574999928474426
2001-05-31,0.7519999742507935
2001-06-01,0.7475000023841858
2001-06-04,0.7475000023841858
2001-06-05,0.7570000290870667
2001-06-06,0.7494999766349792
2001-06-07,0.7465000152587891
2001-06-08,0.7275000214576721
2001-06-11,0.7289999723434448
2001-06-12,0.7254999876022339
2001-06-13,0.7214999794960022
2001-06-14,0.7245000004768372
2001-06-15,0.7164999842643738
2001-06-18,0.7174999713897705
2001-06-19,0.7229999899864197
2001-06-20,0.7129999995231628
2001-06-21,0.7195000052452087
2001-06-22,0.7129999995231628
2001-06-25,0.7124999761581421
2001-06-26,0.7160000205039978
2001-06-27,0.7229999899864197
2001-06-28,0.7080000042915344
2001-06-29,0.7045000195503235
2001-07-02,0.7120000123977661
2001-07-03,0.7055000066757202
2001-07-05,0.6980000138282776
2001-07-06,0.703499972820282
2001-07-09,0.7014999985694885
2001-07-10,0.7099999785423279
2001-07-11,0.7059999704360962
2001-07-12,0.6980000138282776
2001-07-13,0.699999988079071
2001-07-16,0.7020000219345093
2001-07-17,0.7124999761581421
2001-07-18,0.699999988079071
2001-07-19,0.6890000104904175
2001-07-20,0.6940000057220459
2001-07-23,0.6815000176429749
2001-07-24,0.6804999709129333
2001-07-25,0.6819999814033508
2001-07-26,0.6800000071525574
2001-07-27,0.6740000247955322
2001-07-30,0.6740000247955322
2001-07-31,0.6779999732971191
2001-08-01,0.6830000281333923
2001-08-02,0.6775000095367432
2001-08-03,0.6729999780654907
2001-08-06,0.6669999957084656
2001-08-07,0.6650000214576721
2001-08-08,0.6575000286102295
2001-08-09,0.6639999747276306
2001-08-10,0.6585000157356262
2001-08-13,0.6539999842643738
2001-08-14,0.6620000004768372
2001-08-15,0.656000018119812
2001-08-16,0.6644999980926514
2001-08-17,0.6840000152587891
2001-08-20,0.6744999885559082
