Date,NG=F
2001-05-31,3.9140000343322754
2001-06-01,3.930000066757202
2001-06-04,4.068999767303467
2001-06-05,3.8919999599456787
2001-06-06,3.8010001182556152
2001-06-07,3.7899999618530273
2001-06-08,3.921999931335449
2001-06-11,4.178999900817871
2001-06-12,4.301000118255615
2001-06-13,4.111999988555908
2001-06-14,4.038000106811523
2001-06-15,3.9790000915527344
2001-06-18,3.938999891281128
2001-06-19,3.9809999465942383
2001-06-20,3.740000009536743
2001-06-21,3.746999979019165
2001-06-22,3.742000102996826
2001-06-25,3.446000099182129
2001-06-26,3.3970000743865967
2001-06-27,3.2100000381469727
2001-06-28,3.2750000953674316
2001-06-29,3.0959999561309814
2001-07-02,3.117000102996826
2001-07-03,3.2009999752044678
2001-07-05,3.135999917984009
2001-07-06,3.234999895095825
2001-07-09,3.1530001163482666
2001-07-10,3.2820000648498535
2001-07-11,3.365000009536743
2001-07-12,3.427999973297119
2001-07-13,3.25
2001-07-16,3.068000078201294
2001-07-17,3.1649999618530273
2001-07-18,3.0869998931884766
2001-07-19,2.938999891281128
2001-07-20,2.9549999237060547
2001-07-23,2.9779999256134033
2001-07-24,2.9700000286102295
2001-07-25,3.2760000228881836
2001-07-26,3.128000020980835
2001-07-27,3.1670000553131104
2001-07-30,3.3529999256134033
2001-07-31,3.2960000038146973
2001-08-01,3.0810000896453857
2001-08-02,3.191999912261963
2001-08-03,2.9709999561309814
2001-08-06,3.0269999504089355
2001-08-07,2.9709999561309814
2001-08-08,3.0360000133514404
2001-08-09,2.9560000896453857
2001-08-10,3.0399999618530273
2001-08-13,2.999000072479248
2001-08-14,3.0940001010894775
2001-08-15,3.4679999351501465
2001-08-16,3.359999895095825
2001-08-17,3.302999973297119
2001-08-20,3.187000036239624
2001-08-21,3.1659998893737793
2001-08-22,2.8450000286102295
2001-08-23,2.811000108718872
2001-08-24,2.7060000896453857
2001-08-27,2.5439999103546143
2001-08-28,2.4200000762939453
2001-08-29,2.3399999141693115
2001-08-30,2.3949999809265137
2001-08-31,2.380000114440918
2001-09-04,2.3589999675750732
2001-09-05,2.4200000762939453
2001-09-06,2.440000057220459
2001-09-07,2.5
2001-09-10,2.3919999599456787
2001-09-14,2.552000045776367
2001-09-17,2.36899995803833
2001-09-18,2.2249999046325684
2001-09-19,2.1019999980926514
2001-09-20,2.13700008392334
2001-09-21,2.1029999256134033
2001-09-24,1.909999966621399
2001-09-25,1.9249999523162842
2001-09-26,1.8300000429153442
2001-09-27,2.253000020980835
2001-09-28,2.24399995803833
2001-10-01,2.2079999446868896
2001-10-02,2.2679998874664307
2001-10-03,2.319999933242798
2001-10-04,2.4140000343322754
2001-10-05,2.2269999980926514
2001-10-08,2.2699999809265137
2001-10-09,2.388000011444092
2001-10-10,2.4800000190734863
2001-10-11,2.5309998989105225
2001-10-12,2.430000066757202
2001-10-15,2.378000020980835
2001-10-16,2.5920000076293945
2001-10-17,2.4179999828338623
2001-10-18,2.4860000610351562
2001-10-19,2.680999994277954
2001-10-22,2.806999921798706
2001-10-23,2.680999994277954
2001-10-24,2.9809999465942383
2001-10-25,2.937999963760376
2001-10-26,3.0409998893737793
2001-10-29,3.2019999027252197
2001-10-30,3.183000087738037
2001-10-31,3.2909998893737793
2001-11-01,3.2899999618530273
2001-11-02,3.247999906539917
2001-11-05,2.921999931335449
2001-11-06,2.880000114440918
2001-11-07,2.869999885559082
2001-11-08,2.9600000381469727
2001-11-09,2.924999952316284
2001-11-12,2.7330000400543213
2001-11-13,2.7980000972747803
2001-11-14,2.6760001182556152
2001-11-15,2.5510001182556152
2001-11-16,2.63700008392334
2001-11-19,2.7909998893737793
2001-11-20,2.8519999980926514
2001-11-21,2.812999963760376
2001-11-26,2.696000099182129
2001-11-27,2.6059999465942383
2001-11-28,2.315999984741211
2001-11-29,2.561000108718872
2001-11-30,2.7009999752044678
2001-12-03,2.634000062942505
2001-12-04,2.562999963760376
2001-12-05,2.490999937057495
2001-12-06,2.565000057220459
2001-12-07,2.568000078201294
2001-12-10,2.746999979019165
2001-12-11,2.802999973297119
2001-12-12,2.7190001010894775
2001-12-13,2.75600004196167
2001-12-14,2.8459999561309814
2001-12-17,2.686000108718872
2001-12-18,2.6570000648498535
2001-12-19,2.615999937057495
2001-12-20,2.686000108718872
2001-12-21,2.8949999809265137
2001-12-26,2.9110000133514404
2001-12-27,2.555000066757202
2001-12-28,2.7739999294281006
2001-12-31,2.569999933242798
2002-01-02,2.4649999141693115
2002-01-03,2.2679998874664307
2002-01-04,2.2750000953674316
2002-01-07,2.2720000743865967
2002-01-08,2.2809998989105225
2002-01-09,2.2279999256134033
2002-01-10,2.184999942779541
2002-01-11,2.2039999961853027
2002-01-14,2.25
2002-01-15,2.2909998893737793
2002-01-16,2.3940000534057617
2002-01-17,2.255000114440918
2002-01-18,2.2360000610351562
2002-01-22,2.125
2002-01-23,2.075000047683716
2002-01-24,2.059999942779541
2002-01-25,2.1050000190734863
2002-01-28,1.940000057220459
2002-01-29,2.0250000953674316
2002-01-30,2.0899999141693115
2002-01-31,2.1500000953674316
2002-02-01,2.140000104904175
2002-02-04,2.125
2002-02-05,2.069999933242798
2002-02-06,2.109999895095825
2002-02-07,2.1600000858306885
2002-02-08,2.180000066757202
2002-02-11,2.2850000858306885
2002-02-12,2.299999952316284
2002-02-13,2.259999990463257
2002-02-14,2.190000057220459
2002-02-15,2.2060000896453857
2002-02-19,2.3949999809265137
2002-02-20,2.384999990463257
2002-02-21,2.424999952316284
2002-02-22,2.434999942779541
2002-02-25,2.315000057220459
2002-02-26,2.3949999809265137
2002-02-27,2.434999942779541
2002-02-28,2.3550000190734863
2002-03-01,2.380000114440918
2002-03-04,2.48799991607666
2002-03-05,2.4700000286102295
2002-03-06,2.5799999237060547
2002-03-07,2.755000114440918
2002-03-08,2.809999942779541
2002-03-11,3.0299999713897705
2002-03-12,3.0299999713897705
2002-03-13,2.8499999046325684
2002-03-14,2.924999952316284
2002-03-15,3.059999942779541
2002-03-18,3.299999952316284
2002-03-19,3.240000009536743
2002-03-20,3.109999895095825
2002-03-21,3.4000000953674316
2002-03-22,3.319999933242798
2002-03-25,3.434999942779541
2002-03-26,3.4100000858306885
2002-03-27,3.2899999618530273
2002-03-28,3.244999885559082
2002-04-01,3.5199999809265137
2002-04-02,3.630000114440918
2002-04-03,3.490000009536743
2002-04-04,3.3450000286102295
2002-04-05,3.2699999809265137
2002-04-08,3.319999933242798
2002-04-09,3.2009999752044678
2002-04-10,3.1700000762939453
2002-04-11,3.1050000190734863
2002-04-12,3.130000114440918
2002-04-15,3.4200000762939453
2002-04-16,3.309999942779541
2002-04-17,3.484999895095825
2002-04-18,3.440000057220459
2002-04-19,3.5299999713897705
2002-04-22,3.5999999046325684
2002-04-23,3.5910000801086426
2002-04-24,3.4049999713897705
2002-04-25,3.2950000762939453
2002-04-26,3.3399999141693115
2002-04-29,3.549999952316284
2002-04-30,3.765000104904175
2002-05-01,3.7149999141693115
2002-05-02,3.684000015258789
2002-05-03,3.734999895095825
2002-05-06,3.5950000286102295
2002-05-07,3.680000066757202
2002-05-08,3.734999895095825
2002-05-09,3.7100000381469727
2002-05-10,3.749000072479248
2002-05-13,3.7799999713897705
2002-05-14,3.8550000190734863
2002-05-15,3.640000104904175
2002-05-16,3.6089999675750732
2002-05-17,3.565000057220459
2002-05-20,3.490000009536743
2002-05-21,3.3949999809265137
2002-05-22,3.4590001106262207
2002-05-23,3.437999963760376
2002-05-24,3.3469998836517334
2002-05-28,3.2799999713897705
2002-05-29,3.430000066757202
2002-05-30,3.2219998836517334
2002-05-31,3.2170000076293945
2002-06-03,3.242000102996826
2002-06-04,3.328000068664551
2002-06-05,3.259999990463257
2002-06-06,3.184999942779541
2002-06-07,3.2039999961853027
2002-06-10,3.134999990463257
2002-06-11,3.131999969482422
2002-06-12,3.056999921798706
2002-06-13,3.2109999656677246
2002-06-14,3.3450000286102295
2002-06-17,3.377000093460083
2002-06-18,3.312000036239624
2002-06-19,3.313999891281128
2002-06-20,3.2160000801086426
2002-06-21,3.236999988555908
2002-06-24,3.4700000286102295
2002-06-25,3.4489998817443848
2002-06-26,3.2780001163482666
2002-06-27,3.2360000610351562
2002-06-28,3.244999885559082
2002-07-01,3.191999912261963
2002-07-02,3.1449999809265137
2002-07-03,3.1419999599456787
2002-07-04,3.109999895095825
2002-07-08,2.938999891281128
2002-07-09,2.990999937057495
2002-07-10,2.864000082015991
2002-07-11,2.8299999237060547
2002-07-12,2.7869999408721924
2002-07-15,2.7839999198913574
2002-07-16,2.86299991607666
2002-07-17,2.8410000801086426
2002-07-18,2.943000078201294
2002-07-19,2.933000087738037
2002-07-22,2.947000026702881
2002-07-23,2.8889999389648438
2002-07-24,3.0420000553131104
2002-07-25,2.9019999504089355
2002-07-26,2.936000108718872
2002-07-29,2.9760000705718994
2002-07-30,2.8910000324249268
2002-07-31,2.9539999961853027
2002-08-01,2.8420000076293945
2002-08-02,2.8580000400543213
2002-08-05,2.6700000762939453
2002-08-06,2.7160000801086426
2002-08-07,2.6600000858306885
2002-08-08,2.744999885559082
2002-08-09,2.760999917984009
2002-08-12,2.9649999141693115
2002-08-13,2.9749999046325684
2002-08-14,2.9100000858306885
2002-08-15,3.134999990463257
2002-08-16,3.1489999294281006
2002-08-19,3.2899999618530273
2002-08-20,3.1659998893737793
2002-08-21,3.2739999294281006
2002-08-22,3.515000104904175
2002-08-23,3.486999988555908
2002-08-26,3.617000102996826
2002-08-27,3.4830000400543213
2002-08-28,3.2880001068115234
2002-08-29,3.25
2002-08-30,3.2960000038146973
2002-09-03,3.131999969482422
2002-09-04,3.193000078201294
2002-09-05,3.3420000076293945
2002-09-06,3.265000104904175
2002-09-09,3.3989999294281006
2002-09-10,3.3559999465942383
2002-09-11,3.25
2002-09-12,3.3289999961853027
2002-09-13,3.4670000076293945
2002-09-16,3.506999969482422
2002-09-17,3.678999900817871
2002-09-18,3.7869999408721924
2002-09-19,3.8559999465942383
2002-09-20,3.757999897003174
2002-09-23,3.9779999256134033
2002-09-24,3.742000102996826
2002-09-25,3.49399995803833
2002-09-26,3.686000108718872
2002-09-27,4.040999889373779
2002-09-30,4.139999866485596
2002-10-01,4.066999912261963
2002-10-02,4.159999847412109
2002-10-03,3.7239999771118164
2002-10-04,3.739000082015991
2002-10-07,3.740000009536743
2002-10-08,3.861999988555908
2002-10-09,3.9179999828338623
2002-10-10,3.828000068664551
2002-10-11,4.145999908447266
2002-10-14,4.302999973297119
2002-10-15,4.247000217437744
2002-10-16,4.2270002365112305
2002-10-17,4.298999786376953
2002-10-18,4.238999843597412
2002-10-21,4.1570000648498535
2002-10-22,4.119999885559082
2002-10-23,4.260000228881836
2002-10-24,4.132999897003174
2002-10-25,4.0279998779296875
2002-10-28,4.176000118255615
2002-10-29,4.125999927520752
2002-10-30,4.388999938964844
2002-10-31,4.156000137329102
2002-11-01,4.059999942779541
2002-11-04,3.86299991607666
2002-11-05,3.882999897003174
2002-11-06,3.8540000915527344
2002-11-07,3.8310000896453857
2002-11-08,3.9030001163482666
2002-11-11,3.7780001163482666
2002-11-12,3.871999979019165
2002-11-13,3.877000093460083
2002-11-14,3.86899995803833
2002-11-15,3.9809999465942383
2002-11-18,4.263000011444092
2002-11-19,4.261000156402588
2002-11-20,4.254000186920166
2002-11-21,4.35099983215332
2002-11-22,4.260000228881836
2002-11-25,4.261000156402588
2002-11-26,4.139999866485596
2002-11-27,4.199999809265137
2002-12-02,4.320000171661377
2002-12-03,4.22599983215332
2002-12-04,4.297999858856201
2002-12-05,4.40500020980835
2002-12-06,4.382999897003174
2002-12-09,4.369999885559082
2002-12-10,4.639999866485596
2002-12-11,4.709000110626221
2002-12-12,5.099999904632568
2002-12-13,5.283999919891357
2002-12-16,5.341000080108643
2002-12-17,5.239999771118164
2002-12-18,5.2779998779296875
2002-12-19,5.046999931335449
2002-12-20,5.195000171661377
2002-12-23,5.116000175476074
2002-12-24,5.150000095367432
2002-12-26,4.961999893188477
2002-12-27,4.96999979019165
2002-12-30,4.800000190734863
2002-12-31,4.789000034332275
2003-01-02,5.250999927520752
2003-01-03,5.343999862670898
2003-01-06,4.934999942779541
2003-01-07,5.126999855041504
2003-01-08,5.160999774932861
2003-01-09,5.303999900817871
2003-01-10,5.14300012588501
2003-01-13,5.250999927520752
2003-01-14,5.10699987411499
2003-01-15,5.429999828338623
2003-01-16,5.644999980926514
2003-01-17,5.535999774932861
2003-01-21,5.433000087738037
2003-01-22,5.672999858856201
2003-01-23,5.420000076293945
2003-01-24,5.52400016784668
2003-01-27,5.395999908447266
2003-01-28,5.443999767303467
2003-01-29,5.659999847412109
2003-01-30,5.583000183105469
2003-01-31,5.605000019073486
2003-02-03,5.765999794006348
2003-02-04,5.76200008392334
2003-02-05,5.644000053405762
2003-02-06,5.828000068664551
2003-02-07,6.043000221252441
2003-02-10,5.8520002365112305
2003-02-11,5.9770002365112305
2003-02-12,5.784999847412109
2003-02-13,5.739999771118164
2003-02-14,5.85099983215332
2003-02-18,5.910999774932861
2003-02-19,6.133999824523926
2003-02-20,6.1620001792907715
2003-02-21,6.610000133514404
2003-02-24,9.13700008392334
2003-02-25,9.57699966430664
2003-02-26,9.133000373840332
2003-02-27,7.485000133514404
2003-02-28,8.10099983215332
2003-03-03,7.1620001792907715
2003-03-04,7.040999889373779
2003-03-05,7.020999908447266
2003-03-06,6.843999862670898
2003-03-07,6.974999904632568
2003-03-10,6.514999866485596
2003-03-11,5.943999767303467
2003-03-12,5.864999771118164
2003-03-13,5.360000133514404
2003-03-14,5.428999900817871
2003-03-17,5.506999969482422
2003-03-18,5.339000225067139
2003-03-19,5.2779998779296875
2003-03-20,5.306000232696533
2003-03-21,5.119999885559082
2003-03-24,5.252999782562256
2003-03-25,5.077000141143799
2003-03-26,5.0970001220703125
2003-03-27,5.145999908447266
2003-03-28,5.145999908447266
2003-03-31,5.059999942779541
2003-04-01,5.125
2003-04-02,5.065000057220459
2003-04-03,4.919000148773193
2003-04-04,4.942999839782715
2003-04-07,5.133999824523926
2003-04-08,5.107999801635742
2003-04-09,5.195000171661377
2003-04-10,5.419000148773193
2003-04-11,5.410999774932861
2003-04-14,5.552000045776367
2003-04-15,5.6529998779296875
2003-04-16,5.677000045776367
2003-04-17,5.709000110626221
2003-04-21,5.7129998207092285
2003-04-22,5.644999980926514
2003-04-23,5.568999767303467
2003-04-24,5.473999977111816
2003-04-25,5.4770002365112305
2003-04-28,5.123000144958496
2003-04-29,5.236000061035156
2003-04-30,5.385000228881836
2003-05-01,5.267000198364258
2003-05-02,5.255000114440918
2003-05-05,5.715000152587891
2003-05-06,5.567999839782715
2003-05-07,5.659999847412109
2003-05-08,5.771999835968018
2003-05-09,5.806000232696533
2003-05-12,5.982999801635742
2003-05-13,6.308000087738037
2003-05-14,6.314000129699707
2003-05-15,6.13100004196167
2003-05-16,6.122000217437744
2003-05-19,6.014999866485596
2003-05-20,6.056000232696533
2003-05-21,6.197999954223633
2003-05-22,6.034999847412109
2003-05-23,6.11899995803833
2003-05-27,5.894999980926514
2003-05-28,5.945000171661377
2003-05-29,6.065999984741211
2003-05-30,6.25
2003-06-02,6.4120001792907715
2003-06-03,6.360000133514404
2003-06-04,6.375
2003-06-05,6.539999961853027
2003-06-06,6.510000228881836
2003-06-09,6.314000129699707
2003-06-10,6.329999923706055
2003-06-11,6.2129998207092285
2003-06-12,5.630000114440918
2003-06-13,5.675000190734863
2003-06-16,5.705999851226807
2003-06-17,5.711999893188477
2003-06-18,5.580999851226807
2003-06-19,5.940999984741211
2003-06-20,5.804999828338623
2003-06-23,5.86299991607666
2003-06-24,5.697000026702881
2003-06-25,5.756999969482422
2003-06-26,5.290999889373779
2003-06-27,5.361999988555908
2003-06-30,5.410999774932861
2003-07-01,5.316999912261963
2003-07-02,5.198999881744385
2003-07-03,5.22599983215332
2003-07-07,5.38100004196167
2003-07-08,5.502999782562256
2003-07-09,5.519999980926514
2003-07-10,5.257999897003174
2003-07-11,5.1539998054504395
2003-07-14,5.1020002365112305
2003-07-15,5.019999980926514
2003-07-16,4.934000015258789
2003-07-17,5.050000190734863
2003-07-18,5.0
2003-07-21,5.10699987411499
2003-07-22,4.868000030517578
2003-07-23,4.875999927520752
2003-07-24,4.730999946594238
2003-07-25,4.705999851226807
2003-07-28,4.699999809265137
2003-07-29,4.692999839782715
2003-07-30,4.668000221252441
2003-07-31,4.7179999351501465
2003-08-01,4.874000072479248
2003-08-04,4.630000114440918
2003-08-05,4.677000045776367
2003-08-06,4.744999885559082
2003-08-07,5.081999778747559
2003-08-08,5.0370001792907715
2003-08-11,5.129000186920166
2003-08-12,5.2170000076293945
2003-08-13,5.178999900817871
2003-08-14,4.890999794006348
2003-08-15,4.8480000495910645
2003-08-18,4.882999897003174
2003-08-19,4.964000225067139
2003-08-20,5.11899995803833
2003-08-21,5.275000095367432
2003-08-22,5.28000020980835
2003-08-25,5.083000183105469
2003-08-26,5.038000106811523
2003-08-27,4.880000114440918
2003-08-28,4.943999767303467
2003-08-29,4.730999946594238
2003-09-02,4.638999938964844
2003-09-03,4.693999767303467
2003-09-04,4.809999942779541
2003-09-05,4.770999908447266
2003-09-08,4.660999774932861
2003-09-09,4.730000019073486
2003-09-10,4.9679999351501465
2003-09-11,4.73799991607666
2003-09-12,4.765999794006348
2003-09-15,4.684999942779541
2003-09-16,4.660999774932861
2003-09-17,4.642000198364258
2003-09-18,4.4710001945495605
2003-09-19,4.482999801635742
2003-09-22,4.49399995803833
2003-09-23,4.511000156402588
2003-09-24,4.5879998207092285
2003-09-25,4.541999816894531
2003-09-26,4.429999828338623
2003-09-29,4.894999980926514
2003-09-30,4.829999923706055
2003-10-01,4.677000045776367
2003-10-02,4.685999870300293
2003-10-03,4.767000198364258
2003-10-06,4.9039998054504395
2003-10-07,5.139999866485596
2003-10-08,5.1479997634887695
2003-10-09,5.570000171661377
2003-10-10,5.6519999504089355
2003-10-13,5.546999931335449
2003-10-14,5.474999904632568
2003-10-15,5.431000232696533
2003-10-16,5.410999774932861
2003-10-17,5.035999774932861
2003-10-20,4.771999835968018
2003-10-21,4.875
2003-10-22,4.923999786376953
2003-10-23,4.913000106811523
2003-10-24,4.785999774932861
2003-10-27,4.51200008392334
2003-10-28,4.486000061035156
2003-10-29,4.459000110626221
2003-10-30,4.710000038146973
2003-10-31,4.89300012588501
2003-11-03,4.704999923706055
2003-11-04,4.7270002365112305
2003-11-05,4.896999835968018
2003-11-06,4.6579999923706055
2003-11-07,4.705999851226807
2003-11-10,4.710999965667725
2003-11-11,4.86899995803833
2003-11-12,4.738999843597412
2003-11-13,4.796999931335449
2003-11-14,5.111999988555908
2003-11-17,4.763999938964844
2003-11-18,4.864999771118164
2003-11-19,4.73799991607666
2003-11-20,4.618000030517578
2003-11-21,4.633999824523926
2003-11-24,4.682000160217285
2003-11-25,4.860000133514404
2003-11-26,4.925000190734863
2003-12-01,5.2829999923706055
2003-12-02,5.578999996185303
2003-12-03,5.75600004196167
2003-12-04,6.336999893188477
2003-12-05,6.135000228881836
2003-12-08,6.9019999504089355
2003-12-09,6.7220001220703125
2003-12-10,6.710999965667725
2003-12-11,6.614999771118164
2003-12-12,7.2210001945495605
2003-12-15,6.953999996185303
2003-12-16,6.747000217437744
2003-12-17,6.993000030517578
2003-12-18,7.122000217437744
2003-12-19,6.98199987411499
2003-12-22,6.323999881744385
2003-12-23,6.14300012588501
2003-12-24,6.379000186920166
2003-12-29,6.150000095367432
2003-12-30,6.599999904632568
2003-12-31,6.189000129699707
2004-01-05,6.827000141143799
2004-01-06,7.081999778747559
2004-01-07,6.877999782562256
2004-01-08,7.093999862670898
2004-01-09,7.2870001792907715
2004-01-12,6.906000137329102
2004-01-13,6.300000190734863
2004-01-14,6.385000228881836
2004-01-15,5.84499979019165
2004-01-16,5.940000057220459
2004-01-20,6.290999889373779
2004-01-21,6.150000095367432
2004-01-22,5.834000110626221
2004-01-23,6.059000015258789
2004-01-26,5.7270002365112305
2004-01-27,5.716000080108643
2004-01-28,5.775000095367432
2004-01-29,5.658999919891357
2004-01-30,5.396999835968018
2004-02-02,5.573999881744385
2004-02-03,5.651000022888184
2004-02-04,5.6539998054504395
2004-02-05,5.400000095367432
2004-02-06,5.354000091552734
2004-02-09,5.348999977111816
2004-02-10,5.4039998054504395
2004-02-11,5.260000228881836
2004-02-12,5.451000213623047
2004-02-13,5.535999774932861
2004-02-17,5.320000171661377
2004-02-18,5.355999946594238
2004-02-19,5.235000133514404
2004-02-20,5.192999839782715
2004-02-23,5.126999855041504
2004-02-24,5.077000141143799
2004-02-25,5.150000095367432
2004-02-26,5.390999794006348
2004-02-27,5.415999889373779
2004-03-01,5.550000190734863
2004-03-02,5.565000057220459
2004-03-03,5.375
2004-03-04,5.456999778747559
2004-03-05,5.442999839782715
2004-03-08,5.39300012588501
2004-03-09,5.438000202178955
2004-03-10,5.396999835968018
2004-03-11,5.64300012588501
2004-03-12,5.5960001945495605
2004-03-15,5.7179999351501465
2004-03-16,5.688000202178955
2004-03-17,5.7220001220703125
2004-03-18,5.63100004196167
2004-03-19,5.581999778747559
2004-03-22,5.546000003814697
2004-03-23,5.53000020980835
2004-03-24,5.428999900817871
2004-03-25,5.335999965667725
2004-03-26,5.394999980926514
2004-03-29,5.364999771118164
2004-03-30,5.745999813079834
2004-03-31,5.933000087738037
2004-04-01,5.764999866485596
2004-04-02,5.811999797821045
2004-04-05,5.803999900817871
2004-04-06,5.809000015258789
2004-04-07,5.872000217437744
2004-04-08,5.940999984741211
2004-04-12,6.008999824523926
2004-04-13,5.788000106811523
2004-04-14,5.74399995803833
2004-04-15,5.734000205993652
2004-04-16,5.610000133514404
2004-04-19,5.508999824523926
2004-04-20,5.552999973297119
2004-04-21,5.581999778747559
2004-04-22,5.623000144958496
2004-04-23,5.571000099182129
2004-04-26,5.763999938964844
2004-04-27,5.874000072479248
2004-04-28,5.934999942779541
2004-04-29,5.923999786376953
2004-04-30,5.861999988555908
2004-05-03,6.230999946594238
2004-05-04,6.269000053405762
2004-05-05,6.309999942779541
2004-05-06,6.218999862670898
2004-05-07,6.294000148773193
2004-05-10,6.184000015258789
2004-05-11,6.386000156402588
2004-05-12,6.40500020980835
